video_id,seconds,fps,numFrame,rfps,subset,featureFrame
v_fuDqCwl_jLI,28,22,616,22,training,616
v_Y73AWAVKiEM,28,30,840,30,training,840
v_ZWbU3hElWgk,28,30,840,30,training,840
v_6goPQpovF7c,37,30,1110,30,testing,1110
v_b-IphL26-pU,28,25,700,25,training,700
v_m4WyLYCnAgw,28,29,812,29,training,812
v_wulHEhPsn4w,28,29,812,29,training,812
v_EvOEXZhPlrY,28,30,840,30,training,840
v_3bO7gej2NwQ,35,29,1015,29,training,1015
v_3-hpk2zon4k,28,30,840,30,validation,840
v_dd5UX1zLOVw,28,23,644,23,training,644
v_cvcKssKNW4c,28,29,812,29,training,812
v_gNwGJEI-qsI,28,29,812,29,training,812
v_k5Z-m4ndS_k,33,30,990,30,validation,990
v_Oj_eSbODsJI,28,30,840,30,testing,840
v_1aV_ZdSENho,28,25,700,25,training,700
v_N-PwjLucdR4,29,29,841,29,training,841
v_R3M83EZytaw,28,30,840,30,training,840
v_0Sss-OdwI0I,28,30,840,30,training,840
v_ymFfZVcoUF0,28,30,840,30,training,840
v_EoCX6AZNl4Q,29,30,870,30,training,870
v_aHtRTZSmM9w,29,30,870,30,training,870
v_i5jv-FCcgpw,28,25,700,25,training,700
v_DRr8xEXbJcY,34,29,986,29,testing,986
v_0cmcsiGqoz8,28,30,840,30,validation,840
v__hCpAVjUKoY,43,29,1247,29,testing,1247
v_bZIyQ20W8BU,28,30,840,30,testing,840
v_HxQMNSed5oM,28,29,812,29,training,812
v_OIwbNSl9ms0,29,30,870,30,training,870
v_ZZIB9HuhQcw,28,29,812,29,training,812
v_sfEn_4afX_k,33,30,990,30,training,990
v_Ws9ACLqqrDU,36,29,1044,29,training,1044
v_bgx8ywxVkpM,28,30,840,30,training,840
v_7nJoGwzTqVk,28,29,812,29,training,812
v_myhKIqYXo3A,29,30,870,30,training,870
v_pOQ1z29WJI4,28,29,812,29,training,812
v_qxAepwZfm_Y,28,25,700,25,validation,700
v_ZJYJHCns-yE,28,30,840,30,testing,840
v_tiGehN3mG98,28,25,700,25,training,700
v_JHeeIc4JpuI,67,25,1675,25,testing,1675
v_s8Ql2Z1VKI0,30,30,900,30,testing,900
v_ZXzU4xN2OwY,37,30,1110,30,validation,1110
v_RgReY9zt5S8,28,30,840,30,training,840
v_J9OJpcVlzvc,28,30,840,30,training,840
v_DMASyFYGgFI,32,27,864,27,testing,864
v_BkH0_rK27PQ,34,30,1020,30,testing,1020
v_1jB6n6kFtMU,28,30,840,30,training,840
v_ZpnbNoWisN0,29,29,841,29,training,841
v_jem9kxajoZ8,28,30,840,30,testing,840
v_Y9OLUhOfivk,28,30,840,30,training,840
v_gUpsIQ1x9jg,30,30,900,30,testing,900
v_5hdiWtvn9hc,28,29,812,29,validation,812
v_EG2NhuYXELw,29,30,870,30,training,870
v_l4eq-MCLoEM,280,25,7000,25,training,7000
v_ZRCZfi9pFKo,280,30,8400,30,testing,8400
v_DWmVMtzZ8sw,280,29,8120,29,training,8120
v_gP0An7dumIg,281,29,8149,29,training,8149
v_61VFkvdz2YI,318,29,9222,29,training,9222
v_6rBpPlvUddk,294,30,8820,30,training,8820
v_YzIDg6PqQiQ,286,30,8580,30,validation,8580
v__apbvKDcKX8,302,15,4530,15,training,4530
v_3eK4j3PNncQ,289,25,7225,25,training,7225
v_131PaGLFaZU,295,29,8555,29,training,8555
v_gkrDKoUMv38,290,30,8700,30,training,8700
v_LyMQqeJbDzg,284,29,8236,29,training,8236
v_VLjiyYbLvxs,284,29,8236,29,validation,8236
v_c9-jJnBmDGI,408,29,11832,29,training,11832
v__LSFRwAWiwI,429,29,12441,29,training,12441
v_diNkC_AAdhM,297,30,8910,30,training,8910
v_iBUJrdKG9jc,287,25,7175,25,training,7175
v_QgWFmV3a9Ec,293,30,8790,30,training,8790
v_idcyktTcGEU,292,30,8760,30,testing,8760
v_9s2qQIonIhc,288,29,8352,29,training,8352
v_UmVki5ASeps,289,30,8670,30,training,8670
v_sLJPionJmxw,290,29,8410,29,testing,8410
v_q3mWvT9K5tY,289,30,8670,30,training,8670
v_uUkvqPc-47I,294,30,8820,30,testing,8820
v_2Ek27X9uCps,289,30,8670,30,training,8670
v_PQq8LFcD5sM,29,30,870,30,training,870
v_sNYGxXveixE,29,30,870,30,training,870
v_Uf6jZrzdHdw,29,29,841,29,training,841
v_wVgngcPJWOM,29,30,870,30,testing,870
v_Jyy37Qyp-nM,29,29,841,29,testing,841
v_9R5IkogfPpw,29,30,870,30,training,870
v_I75mmX62P0w,29,30,870,30,validation,870
v_FOmJsA2nBwE,29,29,841,29,training,841
v_0aD7Rm1THlc,33,29,957,29,training,957
v_f51tD3cq01Q,29,15,435,15,training,435
v_pQkIT4zUQTU,29,30,870,30,training,870
v_dfGvZSyM47k,29,23,667,23,testing,667
v_7NY8Tb8UNps,29,29,841,29,training,841
v_CALf1db-C9A,29,29,841,29,testing,841
v_p94gyInFYvE,29,30,870,30,training,870
v_I5m3Bv3DFB4,29,30,870,30,training,870
v_Fm3298jxQAk,56,28,1568,28,training,1568
v_M6KXBmn5Fk0,29,25,725,25,training,725
v_N9sbxznDM9o,30,25,750,25,training,750
v_105_6Al-8Is,30,29,870,29,training,870
v_YBkp_HZojNU,29,30,870,30,training,870
v_lHuwjyl_XDw,56,30,1680,30,testing,1680
v_T4Je3-6IEFY,32,29,928,29,training,928
v_ovX89ksPNbk,32,30,960,30,training,960
v_C5ynvrJivGg,29,30,870,30,training,870
v_GVz0E7cLUSI,29,30,870,30,training,870
v_3j5C6VyWIPg,29,29,841,29,testing,841
v_1C0eqwP6gGY,59,30,1770,30,training,1770
v_dyWFOuSqdqo,40,24,960,24,training,960
v_PDcOPpZjIKc,29,29,841,29,training,841
v_zJqj9uzDlME,29,29,841,29,testing,841
v_kDGgV1XE0DE,29,30,870,30,testing,870
v_r_p_BYjChdo,29,30,870,30,training,870
v_ictTpvDvo9Q,29,29,841,29,training,841
v_c8lkK-GSD3s,29,25,725,25,training,725
v_KMgL_lfnJ78,30,10,300,10,testing,300
v_aPnbq9UR6NM,34,29,986,29,training,986
v_GqYW_tCLz_U,124,25,3100,25,training,3100
v_b0LW_mTkfqc,29,25,725,25,validation,725
v_55EUduB3zaQ,29,29,841,29,training,841
v_IfpZd4m9xN4,29,25,725,25,training,725
v_xPn4x4WmD4c,60,30,1800,30,training,1800
v_b8uGRb8t83s,29,30,870,30,training,870
v_JpP0xf38MR0,29,29,841,29,training,841
v_zzmJSKCcQHg,29,30,870,30,training,870
v_qB4nrYyh76g,29,29,841,29,training,841
v_U9CFn5oAzeE,33,30,990,30,training,990
v_RIrshQV7RV0,30,30,900,30,training,900
v_vVecPY8EXxA,29,29,841,29,training,841
v_SNRXrrbr8Og,29,29,841,29,testing,841
v_RxPcCGf0bYQ,32,25,800,25,training,800
v_Tu7b0yUz8QY,29,29,841,29,testing,841
v_VFDkJpGNF3c,43,29,1247,29,training,1247
v_kfsX-IQo0l4,59,29,1711,29,testing,1711
v_edpScktQ6Vo,36,29,1044,29,testing,1044
v_0oivuGpEqME,30,30,900,30,training,900
v_sTrhBeZ4Yog,29,30,870,30,training,870
v_9izyB2Q9-P4,29,30,870,30,testing,870
v_VzCLpeCEd1w,29,30,870,30,training,870
v_hWfcgPwK4N4,29,29,841,29,testing,841
v_JWNkWzjMkXA,36,29,1044,29,training,1044
v_ePdgSIdKEqY,29,30,870,30,training,870
v_ZMRkEVz99d8,29,29,841,29,training,841
v_cjXJk4CrfwM,29,29,841,29,training,841
v_7inCd06OnIs,35,29,1015,29,training,1015
v_4IWasF5GmFA,29,29,841,29,training,841
v_q7WE5HCJNdk,29,25,725,25,training,725
v_LEHRwdL4C-g,29,23,667,23,testing,667
v_TjdKGAXOUt4,29,30,870,30,training,870
v_rmnX8a4D-3A,29,30,870,30,validation,870
v_X4ev7U5SxsU,77,29,2233,29,validation,2233
v_nOJe7KjZ0S4,55,30,1650,30,validation,1650
v_RhWalQ5BMBk,29,30,870,30,training,870
v_mms529LxXo0,29,30,870,30,training,870
v_rHOy6MSqFzI,29,29,841,29,training,841
v_FYjMA0ei9Bo,29,29,841,29,training,841
v__Cs-hcFhbys,29,25,725,25,training,725
v_HBRh3ACVwF8,29,29,841,29,training,841
v_arSNuqqALC4,44,29,1276,29,testing,1276
v_A38np9h1yaI,30,30,900,30,training,900
v_ZmLcJ8aLd_w,29,24,696,24,training,696
v_FIOWUrwswLY,29,30,870,30,testing,870
v_ADt7T4sIh2I,29,29,841,29,training,841
v_dA46mPmG7ks,29,29,841,29,testing,841
v_ZNquD8O3X3A,29,25,725,25,training,725
v_c0CmfUKhqc4,29,30,870,30,training,870
v_RSfIvEJkUkg,29,29,841,29,testing,841
v_k0LZRL53W7Q,30,30,900,30,training,900
v_8fI4XWhahds,29,30,870,30,testing,870
v_Nt-pD1x2YnQ,29,29,841,29,training,841
v_oN2n950KByU,29,23,667,23,testing,667
v_pnGy9P0bcio,30,10,300,10,training,300
v_XqPXRhMFX1Y,30,29,870,29,training,870
v_7jkLYMtoN3E,29,29,841,29,training,841
v_dHD4rYPv2SY,29,29,841,29,training,841
v_AmG6j42rYdA,29,29,841,29,testing,841
v_jRBMgYBwSHc,29,24,696,24,training,696
v_85XXTC-0YLw,29,30,870,30,training,870
v_n0dvBUDzFcQ,29,23,667,23,training,667
v_SbfCNfc9wQI,29,29,841,29,training,841
v_70iwgAd8v68,29,30,870,30,training,870
v_5OE_flSJTUA,29,29,841,29,training,841
v_eEElam-YoxQ,29,23,667,23,training,667
v_qchGEUuWZeE,29,15,435,15,training,435
v_ZyJcQuPfImw,29,24,696,24,training,696
v_iCtb5ta8VWA,29,25,725,25,testing,725
v_E0WK5RuHdiw,40,29,1160,29,training,1160
v_HRu2Ff6JDX4,31,23,713,23,training,713
v_xh0fFAb4FBY,29,30,870,30,training,870
v_uRkg-iog0ZU,29,15,435,15,training,435
v_MGMrIb8kKGg,30,29,870,29,training,870
v_NLcRSJXh7qQ,27,16,432,16,training,432
v_O3Jbwhvr0DE,30,17,510,17,testing,510
v_MqZDZ0pslnk,29,30,870,30,training,870
v_2DY8QI3wO1Y,30,25,750,25,training,750
v_kfwtFkdRsTc,29,24,696,24,training,696
v_xEg__nHGLLg,37,29,1073,29,training,1073
v_M_LCC5k7h9M,29,30,870,30,training,870
v_218sY6ndhh0,30,30,900,30,training,900
v_-PWJcLc9jO8,29,30,870,30,testing,870
v_oX9g15uO6lc,29,23,667,23,training,667
v_6f-iMudlLG0,29,15,435,15,training,435
v_2HFUmSXbucM,30,29,870,29,testing,870
v_C7g_vuxMeoU,29,29,841,29,training,841
v_VWeWR1pXvgY,30,29,870,29,validation,870
v_8CORKgIqu4w,29,30,870,30,training,870
v_TG4loC9k5a0,29,29,841,29,training,841
v_hoApdS-15go,29,29,841,29,training,841
v_UODBfwlWwxE,34,29,986,29,validation,986
v_M7OWu0Tdr4o,290,25,7250,25,training,7250
v_ZoqVsdCNaW8,293,30,8790,30,training,8790
v_8TjtuoR5guE,290,29,8410,29,training,8410
v_OjCeovCkJSA,290,30,8700,30,testing,8700
v_U6QI6HmZiAE,324,30,9720,30,training,9720
v_3xNnp-Wuf-s,293,23,6739,23,training,6739
v_p1heRsw8wgw,293,30,8790,30,testing,8790
v_FL2mGyvoJ4o,296,23,6808,23,training,6808
v_pYhJHuiMfng,301,29,8729,29,training,8729
v_KCc7MCHXAtQ,297,30,8910,30,training,8910
v_oDgD4vyl6XA,295,25,7375,25,validation,7375
v_usbKkeVwNzA,295,23,6785,23,training,6785
v_IjhZygCvgBY,300,9,2700,9,testing,2700
v_RKaP0dgBpRo,295,29,8555,29,training,8555
v_cuJowFIgvbA,296,29,8584,29,training,8584
v_J8wvNn5iJyw,298,29,8642,29,testing,8642
v_duwYE6Uafnw,296,29,8584,29,training,8584
v_b90mvypWEKc,296,29,8584,29,training,8584
v_WfiRzjOPbJQ,297,30,8910,30,training,8910
v_948flUoH1DE,306,29,8874,29,validation,8874
v__NH2uoHPe7I,297,24,7128,24,training,7128
v_dfVzsSWKj9I,297,25,7425,25,training,7425
v_dHttkJqiAng,336,29,9744,29,training,9744
v_i5bKgqJg8u8,298,24,7152,24,training,7152
v_FgrbfLwfGkk,298,29,8642,29,training,8642
v_E7_2Dd5nhWQ,298,30,8940,30,testing,8940
v_l0_eD7o_k54,343,25,8575,25,training,8575
v_vfm4Ru4-c7Y,307,30,9210,30,training,9210
v_VpV6zspUydI,299,30,8970,30,testing,8970
v_nlOpqJOq5ew,324,30,9720,30,training,9720
v_1bvXuxod_3A,8,30,240,30,testing,240
v_3aksT-t1uho,32,30,960,30,validation,960
v_48D45U1m1EM,13,30,390,30,testing,390
v_x75br2C2N-I,3,30,90,30,training,90
v_vaLNJUHtl8s,8,29,232,29,training,232
v_RcfJmUCvzjA,10,30,300,30,training,300
v_9lUB-djxeTs,20,29,580,29,training,580
v_dJdYusfE4J8,4,30,120,30,testing,120
v_d9O6i_9fEXk,10,30,300,30,training,300
v_du878iSJiqI,173,30,5190,30,training,5190
v_vuz6819jvjQ,40,29,1160,29,training,1160
v_NASXsW_Wa4M,11,25,275,25,testing,275
v_gGmW3AJyyAI,64,15,960,15,training,960
v_z9oiEyi7WuE,4,25,100,25,training,100
v_MlVNzVTnI54,3,30,90,30,testing,90
v_8rOd1TolxFI,3,30,90,30,training,90
v__ijrtA6Yt5Y,20,15,300,15,training,300
v_P0SGoeIcTQ0,40,25,1000,25,training,1000
v_Qr4_3nARc3g,11,29,319,29,training,319
v_wdHNf6naysw,9,30,270,30,training,270
v_DjpsYUpEIDE,8,30,240,30,training,240
v_YMzD0V18B0M,3,20,60,20,training,60
v_963NXkn3_K8,15,24,360,24,training,360
v_kjn3xDt_GhE,20,30,600,30,testing,600
v_gxL-xJuhdVc,12,29,348,29,training,348
v_yu5WIL7RFAg,34,30,1020,30,training,1020
v_Ch3Ay_1QEak,6,21,126,21,training,126
v_PyFXegwPhho,10,29,290,29,training,290
v_IK1_Cbq5Xgk,3,29,87,29,training,87
v_Eu8dRMyRt7A,30,14,420,14,testing,420
v_07vCKLlDXKI,59,30,1770,30,training,1770
v_IhSFYbY7QJ8,3,29,87,29,training,87
v_4M1yNv3Cyzw,31,30,930,30,training,930
v_H0-ph955ef4,25,29,725,29,training,725
v_y93u0hTmeVc,3,30,90,30,training,90
v_TyBU-Y0D_g0,6,30,180,30,training,180
v_aPCwHWV0Vhs,25,30,750,30,training,750
v_S2XILDvhLGA,67,15,1005,15,training,1005
v_riuwLHIxuAk,57,25,1425,25,testing,1425
v_hFId_cgnhu8,3,29,87,29,training,87
v_vdjzGAKfXRY,7,29,203,29,training,203
v_oz2vzCdshG0,99,30,2970,30,testing,2970
v_b695f-Zntss,3,30,90,30,training,90
v_TV1Ug2kBjdg,67,25,1675,25,testing,1675
v_hN4X1wPNmyg,3,29,87,29,training,87
v_P1CB6fztOHA,29,25,725,25,testing,725
v_1OyOhmIzg38,30,30,900,30,training,900
v_dZUjPjavksQ,30,30,900,30,training,900
v_kEsXRE4acLM,30,30,900,30,training,900
v_bolHAE0yteE,29,29,841,29,testing,841
v_Os1gxDjOo-o,30,30,900,30,training,900
v_85ht0OK3YOg,30,25,750,25,training,750
v_WjeBbX5NaVw,29,25,725,25,training,725
v_7cYQ8nfYCQA,40,29,1160,29,training,1160
v_3ggUl2BeSW4,30,30,900,30,training,900
v_1Fk4LisnLMM,30,29,870,29,training,870
v_1LO7UFtbdzs,30,30,900,30,training,900
v_qwmb5TwIxs4,30,30,900,30,training,900
v_-VenU1DqCZs,30,30,900,30,training,900
v_7-BOc4NQPsE,30,29,870,29,training,870
v_i-2lX6L_cW0,38,25,950,25,testing,950
v_l-isiGxrEbo,29,29,841,29,training,841
v_qw9g4aZjygc,30,29,870,29,training,870
v_DD6ZNyTZkg8,30,29,870,29,training,870
v_LkuBaFiIf4M,30,29,870,29,testing,870
v_PU8QJT-p3uY,30,17,510,17,validation,510
v_kbAj3vBzAsg,30,25,750,25,testing,750
v_yTuxxZb2_wQ,33,23,759,23,validation,759
v_dw2zphftUr4,33,30,990,30,training,990
v_FoXhHMrY9hw,30,30,900,30,training,900
v_89lQGsI6h7I,30,30,900,30,training,900
v_euXlG-3dt0U,30,29,870,29,training,870
v_HjflIHDZK3A,30,30,900,30,training,900
v_133eDEgHMsI,29,30,870,30,training,870
v_PCCgxH-ExRk,30,30,900,30,validation,900
v_H2SYck3ch2E,30,29,870,29,testing,870
v_tn4B_s8Wttk,78,29,2262,29,training,2262
v_1nWW_biRjGY,39,15,585,15,training,585
v_xlFuOILccTU,31,10,310,10,validation,310
v_P5QhQ6ddpfA,37,16,592,16,training,592
v_9t2A_9hNO3g,33,25,825,25,testing,825
v_EOK_JWl1ku4,30,30,900,30,validation,900
v_y5lWovg1lHM,33,24,792,24,training,792
v_5Fq89d2TgLI,35,29,1015,29,training,1015
v_aajtN8uAOOE,30,30,900,30,validation,900
v_K7ANafUfjI4,30,29,870,29,training,870
v_8iACacD4aHQ,30,30,900,30,training,900
v_UGVjyDRs8uM,50,29,1450,29,training,1450
v_sRLghfbOQr8,30,29,870,29,training,870
v_1oNTEUpmeJE,63,30,1890,30,training,1890
v_q187W9ORInc,30,24,720,24,training,720
v_mOhzriVqY98,30,30,900,30,training,900
v_DlUdV7rKrRk,30,29,870,29,testing,870
v_yV9Gu3L0HRY,30,30,900,30,training,900
v_UxcppDqjnI8,53,30,1590,30,training,1590
v_JLSYE547B5k,40,29,1160,29,training,1160
v_LKawaVomxW4,55,29,1595,29,testing,1595
v_7RbnC-JJYFY,30,29,870,29,training,870
v_QqJVaEVX0ao,30,29,870,29,training,870
v_bfv8IOUG_kA,30,15,450,15,training,450
v_txnPa92XDJk,54,30,1620,30,testing,1620
v_smtQvd-8_lA,65,29,1885,29,training,1885
v_VynI-Cx3bZc,30,25,750,25,training,750
v_-FOR8GzSZ8I,30,30,900,30,training,900
v_01eHj4xWX8k,37,29,1073,29,training,1073
v_MllSgiD-PLM,118,29,3422,29,training,3422
v_R6CLE7pojqI,30,29,870,29,training,870
v_JQIu04vu94Y,32,29,928,29,training,928
v_38h-ckl0xmw,30,29,870,29,training,870
v_O-QePazZlJ0,30,30,900,30,training,900
v_YexNG0SepuA,30,29,870,29,training,870
v_TPf18DdP3mE,38,29,1102,29,validation,1102
v_C99uS90sb3c,36,29,1044,29,training,1044
v_O6XEdI5k55Y,36,30,1080,30,testing,1080
v_EQoovc4NhvI,51,30,1530,30,training,1530
v_vIHbVJCfVxk,34,25,850,25,training,850
v_-u_5ZofEnMc,32,30,960,30,training,960
v_xVehx0MYzJ0,30,29,870,29,validation,870
v_Klris-dR6Gk,31,25,775,25,validation,775
v_097U6hUHdxA,30,25,750,25,testing,750
v_8ev0wagjDW8,30,12,360,12,training,360
v_eyuDLI7jCr0,30,30,900,30,training,900
v_CO-I6NJxCYU,30,29,870,29,training,870
v_f1Hdp7Ii2cY,30,30,900,30,training,900
v_izuum9sHSUg,30,30,900,30,training,900
v_0Q4G1reVjRE,30,30,900,30,testing,900
v_cnh7QyhROWM,33,25,825,25,testing,825
v_VLueMLOIeds,30,29,870,29,training,870
v_eiOnkhdZY54,30,29,870,29,training,870
v_ascttxulRPI,30,25,750,25,training,750
v_5_ZO2QRLqP4,30,25,750,25,training,750
v_kUrLmGkciLs,30,30,900,30,validation,900
v_HDUDcMZuIFk,35,25,875,25,training,875
v_mVW8KBFwes0,30,29,870,29,training,870
v_VS1mjTYLfDc,30,23,690,23,training,690
v__pbgkt1m9os,30,29,870,29,testing,870
v_q_j3HrSjr9A,287,25,7175,25,training,7175
v_YA1iJ_29Rxo,34,23,782,23,testing,782
v_BBM8b2RauAk,88,29,2552,29,testing,2552
v_AH2Xc3dN_MM,30,29,870,29,testing,870
v_fIod2nhNMk8,30,29,870,29,validation,870
v_YZvdfy9lUMU,30,29,870,29,training,870
v_ATfpFkor8qQ,48,28,1344,28,training,1344
v_zKkyxvJFZ50,30,29,870,29,testing,870
v_7oqpL5vbj9E,30,29,870,29,training,870
v_A30hzyYKao8,30,23,690,23,training,690
v_NvTnGYHW8pU,30,23,690,23,training,690
v_FtEvFCKWXdo,65,24,1560,24,training,1560
v_Zu9m-OHdQl4,30,29,870,29,testing,870
v_jV00c68zF6o,30,29,870,29,training,870
v_tsvnxbTVKFM,38,30,1140,30,training,1140
v_O1hfXdYIu4U,30,24,720,24,testing,720
v_k-inHRNv-sM,33,29,957,29,training,957
v_Eg8H18O30QU,30,30,900,30,testing,900
v_iZXyiqOO4PU,30,30,900,30,testing,900
v_9xkS_mPFSPo,30,30,900,30,training,900
v_B1zu0zA6hCw,30,30,900,30,training,900
v_36n_0VpR_k0,30,29,870,29,training,870
v_9MCI3BLOufE,30,29,870,29,training,870
v_i_-K0cXdCoM,33,25,825,25,testing,825
v_hTy72ItXxdM,50,29,1450,29,training,1450
v_Qoi7RKapT64,30,23,690,23,testing,690
v_4LaS6W6hFeI,35,30,1050,30,training,1050
v_0a_FXKzPOBY,30,30,900,30,testing,900
v_0IqSlE7yWCw,30,30,900,30,training,900
v_qHR0aOTC7Rc,31,25,775,25,testing,775
v_q6j0eCnN4sA,84,25,2100,25,training,2100
v_F8JIN6pG59E,31,30,930,30,training,930
v_EWHQmfE6T1I,30,25,750,25,validation,750
v_tia2aYOjVUM,43,29,1247,29,training,1247
v_GsKUksPHi5s,48,29,1392,29,training,1392
v_HJJK7XENfIg,30,29,870,29,testing,870
v_efEmCy7mO8s,30,30,900,30,training,900
v_KERO-c1L5Mc,30,30,900,30,training,900
v_a6sJTRKt08w,33,25,825,25,training,825
v_jddRfOvc4Sg,30,29,870,29,training,870
v_2oxQze24XQc,31,25,775,25,testing,775
v_QfzXjn-EOhg,51,30,1530,30,training,1530
v_nYZ4SkR8fAI,37,30,1110,30,training,1110
v_oLO7WPnLXF4,30,30,900,30,validation,900
v_hQZCX9Yb7is,37,25,925,25,training,925
v_HUsDTIgQd5E,30,29,870,29,training,870
v_GVsk7e-uhnY,30,29,870,29,training,870
v_SPMQy2mEPhk,30,30,900,30,training,900
v_T5js8q389Lo,30,29,870,29,training,870
v_F8hc2x_VQsY,30,30,900,30,training,900
v_yoxHwdnBUY0,30,30,900,30,training,900
v_MlsS8be_FZM,30,29,870,29,training,870
v_rM11FJgPWX4,30,29,870,29,training,870
v_1RGZcirxnDc,30,30,900,30,testing,900
v_9asC_9CW7lI,65,25,1625,25,testing,1625
v_w5tLb5CDH3U,39,25,975,25,training,975
v_LKMqbgKPOzs,32,25,800,25,training,800
v_7_QY_F0MPW0,30,30,900,30,testing,900
v_Xk3q6YZ6ISw,55,30,1650,30,validation,1650
v_mit9-JKA6gA,30,30,900,30,training,900
v_d_kUyIeG9es,129,29,3741,29,training,3741
v_jvn19_XEzSE,42,25,1050,25,validation,1050
v_6OXDVPvf4To,30,23,690,23,training,690
v_C8_U35-YLXg,30,29,870,29,training,870
v_n7RMX79VXTg,30,30,900,30,training,900
v__0UONUTlN-U,30,29,870,29,testing,870
v__kQqM2yaXSw,30,29,870,29,training,870
v_xhKAiy6aNRI,30,30,900,30,training,900
v_4soerJcb0zw,30,29,870,29,training,870
v_tIJKtuolpj0,44,30,1320,30,training,1320
v_zY9AmV2-iO8,30,30,900,30,training,900
v_b8ZP4HLFYMw,30,29,870,29,training,870
v_ih7BbH0hh2s,30,30,900,30,training,900
v_P2A5RjQaPPw,30,29,870,29,training,870
v_0yeKFIj5R5E,30,29,870,29,training,870
v_kYjNXoImuwA,30,30,900,30,training,900
v_Q3hRX-s8FYU,30,29,870,29,validation,870
v_1CX4Dg2HDSM,300,30,9000,30,training,9000
v_KbqSeNbu4uU,300,30,9000,30,training,9000
v_OfJNeZVbxso,300,29,8700,29,training,8700
v_8MdYSn_Pc04,300,27,8100,27,testing,8100
v_vfhIa-rG8f0,321,30,9630,30,training,9630
v_qtmFm02cEOI,306,29,8874,29,testing,8874
v_op8rDGNTNpc,376,30,11280,30,training,11280
v_iniZ0oo95y4,301,29,8729,29,testing,8729
v_rfOnnWLYr3c,312,25,7800,25,training,7800
v_WnJOBP1zI48,301,29,8729,29,training,8729
v_l5-8-Mf-LzI,301,15,4515,15,testing,4515
v_DUZGX6Mgf7Y,301,29,8729,29,training,8729
v_MvqFBr4EjCE,302,25,7550,25,training,7550
v_xYPfYHSWDXI,307,29,8903,29,training,8903
v_atDTX-mNpG0,304,30,9120,30,training,9120
v_PFQ9YeupL70,304,29,8816,29,training,8816
v_xmwuETpwADg,305,29,8845,29,training,8845
v_HSOPboeAF_w,312,29,9048,29,training,9048
v_kDEEC0QW9cg,314,30,9420,30,training,9420
v_6fc8xDORAgQ,527,30,15810,30,testing,15810
v_Dfo5D1vUfoI,311,29,9019,29,training,9019
v_3r3KcWpn9Bk,338,25,8450,25,training,8450
v_LCPhS6Fc-18,310,30,9300,30,training,9300
v_J1xtL6I28Tg,307,29,8903,29,testing,8903
v_m9wC3xQK8h0,313,30,9390,30,training,9390
v_PznqNmlk30o,308,30,9240,30,testing,9240
v_xttOFv-bpBM,308,30,9240,30,training,9240
v_qjK342lnItA,308,30,9240,30,training,9240
v_4wKvh5_-ffM,316,30,9480,30,training,9480
v_fEPbJY4iXrY,374,29,10846,29,training,10846
v_V3B9sjyW-Lc,341,30,10230,30,validation,10230
v_AlAcTH4k2gw,309,29,8961,29,training,8961
v_JjnossdPmuo,309,25,7725,25,testing,7725
v_FtENajvp-n8,309,29,8961,29,testing,8961
v_DzMnpX7PVkg,35,23,805,23,training,805
v_pPSFGyXTZG0,31,30,930,30,training,930
v_zCwLvT0tztA,31,10,310,10,training,310
v_VMBkJejpb44,31,29,899,29,training,899
v_spVCxUk7flw,35,29,1015,29,validation,1015
v_DAH7lHKq5sM,31,29,899,29,training,899
v_HmHwdarcSqo,31,29,899,29,training,899
v_6w2lb6wWBVo,31,30,930,30,training,930
v_fHUpwaAxe2E,31,29,899,29,training,899
v_SwpxOWQn-VI,31,29,899,29,training,899
v_kRPwIsJ00_I,31,29,899,29,training,899
v_u2Kvo8c5YBQ,36,25,900,25,training,900
v_2r4odS6-aPk,31,29,899,29,training,899
v_POSlxGOxHRI,31,30,930,30,training,930
v_-GCR_GANF2s,31,25,775,25,training,775
v_ccWyjdbtuqs,31,23,713,23,training,713
v_h4MFnlcpaM0,40,25,1000,25,training,1000
v_7VojDgSg7M8,31,25,775,25,training,775
v_dslnJmpjVco,31,29,899,29,training,899
v_Xm5sUxndAWQ,32,30,960,30,testing,960
v_afzpYGsHLFI,36,29,1044,29,training,1044
v_Tm10mFRAiMQ,31,29,899,29,training,899
v_O_RWdivZX9Q,31,30,930,30,training,930
v_vR8x0Kfg5b0,31,30,930,30,training,930
v_KZuYRINyWuk,45,30,1350,30,training,1350
v_z-xLc6b88uA,31,23,713,23,training,713
v_vqOh3SamtB8,31,29,899,29,training,899
v_BAil67ZKUpc,197,30,5910,30,training,5910
v_LTq_ZhhQLTM,37,29,1073,29,training,1073
v_si189c7qGzY,31,29,899,29,training,899
v_5a9WcdHVID8,31,30,930,30,training,930
v_ojkXr1XC4-M,31,29,899,29,training,899
v_6ZSsMR-GGME,31,25,775,25,validation,775
v_ClHLv0BLvPk,42,30,1260,30,training,1260
v_ByWzC3w5hi8,31,29,899,29,training,899
v_1XwWQ9bzDps,33,29,957,29,testing,957
v_XtaDzDE18bk,31,29,899,29,training,899
v_lpcDSu2q4BI,30,25,750,25,training,750
v_NnCUZQHlFl0,31,30,930,30,training,930
v_TO7t2Hv2f7k,31,30,930,30,training,930
v_C824cb29YOw,32,30,960,30,testing,960
v_761ef0UOOjs,31,29,899,29,testing,899
v_L0GBly1-P0A,31,29,899,29,training,899
v_CB_I695ZJ4A,31,29,899,29,training,899
